Day,Time,Altitude,Azimuth,BeamLux,DiffuseLux,DeltaMaxDose,DeltaAvgDose,MaxDose,AvgDose,MinDose,DoseVariance,Coverage,AvgSensorLux,AvgSensorDose,AvgSensorErrorPct,DeltaAvgDirectDose,DeltaAvgIndirectDose,DeltaMaxDirectDose,DeltaMaxIndirectDose,DirectCoverage
365,2026-12-31 11:57,19.97314,160.1199,61117.94,6802.43,100.7351,17.65482,6500.115,2481.153,7.655637,244.0516,100,7640.672,1495123,7.233145,0,17.65482,0,100.7349,0
365,2026-12-31 12:27,21.47647,167.3171,63186.45,7063.924,117.2051,18.35012,6534.352,2499.503,7.655637,263.9006,100,12720.92,1501483,5.533691,0,18.35012,0,117.2051,0
365,2026-12-31 12:57,22.31547,174.6954,64263.47,7203.386,114.252,18.59918,6601.157,2518.103,7.655637,270.6905,100,17607.39,1510287,4.920103,0,18.59918,0,114.252,0
365,2026-12-31 13:27,22.46433,182.1534,64449.16,7227.671,114.8701,18.61854,6661.414,2536.721,7.655637,272.4121,100,21896.26,1521235,4.600203,0,18.61853,0,114.8701,0
365,2026-12-31 13:57,21.91833,189.5792,63760.2,7137.925,119.5142,18.43064,6687.482,2555.152,7.655637,267.0077,100,25368.32,1533919,4.491601,0,18.43064,0,119.5142,0
365,2026-12-31 14:27,20.69456,196.8654,62133.86,6929.846,117.54,17.91907,6703.612,2573.071,7.655637,250.7151,100,27827.24,1547833,4.355834,0,17.91907,0,117.54,0
365,2026-12-31 14:57,18.8295,203.9218,59412.29,6592.656,111.8872,17.14882,6727.189,2590.22,7.655637,230.5319,100,29198.73,1562432,4.270331,0,17.14881,0,111.8872,0
365,2026-12-31 15:27,16.3742,210.6845,55299.62,6106.189,99.05908,15.82244,6764.195,2606.042,7.655637,197.6106,100,29428.39,1577146,4.206757,0,15.82244,0,99.05908,0
365,2026-12-31 15:57,13.38854,217.1187,49270.23,5434.31,96.45117,14.03223,6796.69,2620.074,7.655637,156.167,100,28523.28,1591408,4.214969,0,14.03223,0,96.45117,0
365,2026-12-31 16:27,9.935894,223.2164,40384.98,4509.41,78.07227,11.70165,6807.366,2631.776,7.655637,107.4089,100,26495.17,1604656,4.220763,0,11.70165,0,78.07275,0
365,2026-12-31 16:57,6.078847,228.9918,27025.18,3191.994,62.0127,8.238779,6826.222,2640.015,7.655637,53.32353,100,23438.58,1616375,4.302067,0,8.23878,0,62.0127,0
365,2026-12-31 17:27,1.87651,234.4755,8324.78,1170.733,18.87891,3.036182,6835.875,2643.051,7.655637,7.209558,100,19554.73,1626152,4.892843,0,3.036182,0,18.87891,0
