Day,Time,Altitude,Azimuth,BeamLux,DiffuseLux,DeltaMaxDose,DeltaAvgDose,MaxDose,AvgDose,MinDose,DoseVariance,Coverage,AvgSensorLux,AvgSensorDose,AvgSensorErrorPct,DeltaAvgDirectDose,DeltaAvgIndirectDose,DeltaMaxDirectDose,DeltaMaxIndirectDose,DirectCoverage
364,2026-12-30 16:56,6.082402,228.8633,27039.5,3193.398,9693.875,486.1972,2225759,314690.3,44.14016,2317384,100,23499.45,1465844,4.82635,432.2276,53.96989,9524.5,289.1406,10.05605
364,2026-12-30 17:26,1.887366,234.3479,8371.726,1177.04,2992.125,57.11024,2225823,314747.4,44.14016,74202.95,100,19567.21,1475627,5.167285,38.13799,18.97236,2932.625,111.8438,2.499241
365,2026-12-31 09:27,4.321213,128.67,19497.86,2441.321,194.375,37.26222,2225945,314784.7,44.14016,1126.24,100,14922.54,1483089,5.793318,0,37.26204,0,194.4336,0
365,2026-12-31 09:57,8.332969,134.3146,35341.38,4006.842,327.2031,63.12246,2226203,314847.8,44.14016,3270.64,100,9821.696,1487999,6.564799,0,63.12254,0,327.1953,0
365,2026-12-31 10:27,11.96608,140.2705,45897.63,5075.648,422.0938,82.97515,2226552,314930.8,44.14016,5805.472,100,1003.543,1490934,16.11846,0,82.97507,0,422.1016,0
365,2026-12-31 10:57,15.1592,146.5594,52999.23,5844.626,17001.13,421.9401,2240297,315352.7,44.14016,3378467,100,1003.543,1490934,16.11846,321.7328,100.2075,16504.25,508.5391,3.677961
365,2026-12-31 11:27,17.84888,153.1835,57848.46,6404.614,20733,1266.247,2256931,316619,44.14016,1.539345E+07,100,3005.895,1492437,11.75232,1150.936,115.3116,20377.13,639.7773,9.991055
365,2026-12-31 11:57,19.97314,160.1199,61117.94,6802.43,22142.88,2326.308,2276007,318945.3,55.21621,3.096292E+07,100,7668.875,1496272,7.628957,2197.87,128.4376,21547.75,685.9648,16.85954
365,2026-12-31 12:27,21.47647,167.3171,63186.45,7063.924,22844.25,3477.53,2296927,322422.8,55.21621,4.66949E+07,100,12786.6,1502665,6.078542,3338.495,139.0355,22285.75,740.3359,24.30999
365,2026-12-31 12:57,22.31547,174.6954,64263.47,7203.386,23340.38,4089.851,2319085,326512.7,55.21621,5.285024E+07,100,17732.53,1511531,5.665799,3944.351,145.4996,22663.75,766.5078,29.33211
365,2026-12-31 13:27,22.46433,182.1534,64449.16,7227.671,30256.5,3901.104,2341980,330413.8,55.21621,5.26291E+07,100,22031.65,1522547,5.246943,3753.673,147.4308,29709.13,840.7422,27.90819
365,2026-12-31 13:57,21.91833,189.5792,63760.2,7137.925,23160.25,3552.521,2364784,333966.3,55.21621,4.587605E+07,100,25435.42,1535265,4.767961,3407.115,145.4059,22492.13,830.3672,27.39711
365,2026-12-31 14:27,20.69456,196.8654,62133.86,6929.846,22494.25,3306.778,2386813,337273,55.21621,4.160228E+07,100,27884.95,1549207,4.572278,3167.648,139.1297,21920.63,731.1836,26.14158
365,2026-12-31 14:57,18.8295,203.9218,59412.29,6592.656,21502,2847.633,2407570,340120.7,55.21621,3.418568E+07,100,29280.41,1563847,4.562014,2718.072,129.5604,20956.63,692.1328,23.42373
365,2026-12-31 15:27,16.3742,210.6845,55299.62,6106.189,19947,2471.31,2426229,342592,55.21621,2.755303E+07,100,29477.88,1578586,4.382003,2354.572,116.7376,19496.25,665.8594,22.03527
365,2026-12-31 15:57,13.38854,217.1187,49270.23,5434.31,17763.25,2191.834,2442052,344783.8,55.21621,2.102025E+07,100,28511.16,1592842,4.170685,2091.682,100.1515,17370.88,560.1211,22.17116
365,2026-12-31 16:27,9.935894,223.2164,40384.98,4509.41,14587,1296.45,2454149,346080.3,55.21621,9042218,100,26543.76,1606114,4.411864,1216.734,79.71601,14240.63,449.6289,19.01609
365,2026-12-31 16:57,6.078847,228.9918,27025.18,3191.994,9737.625,475.5763,2454325,346555.8,55.21621,2270679,100,23524.01,1617876,4.682244,421.7208,53.85561,9520.125,306.1875,9.796078
365,2026-12-31 17:27,1.87651,234.4755,8324.78,1170.733,3001.625,56.08156,2454382,346611.9,55.21621,72216.55,100,19606.39,1627679,5.169953,37.26581,18.81578,2916.75,102.1016,2.451974
